"ID","Description","Gravity","Urgency","Trend","Type","Redirection","Local","Category"
"8973","camionete do Grupo Arizona estacionada sem calso de segurança.","0","0","0","0","0","US TOCANTINZINHO","0"
"8974","placas de oxidante do caminhão ITQ5052 com folga nas laterais, coloquei fita duplaface para fixar melhor pois as placas de oxidante não tem necessidade de cerem removidas, amenos que, o caminhão seja descontaminado e fassa viagens longas","2","2","1","2","2","OPERAÇÕES -  CEARÁ","4"
"8975","piso irregular _x000d_
Cliente BALTT _x000d_
Local Penha sc","3","3","2","2","2","OPERAÇÕES -  PARANA","6"
"8976","Suporte do cilindro da UMB 1088 quebrou durante a guarda do cesto. Problema já foi sanado.","2","3","2","2","2","US CARAIBA","11"
"8977","ao estacionar a UMB 1016 no acesso do fogo: 435 foi encontrado uma haste de perfuração com ponta quebra sem sinalização. _x000d_
foi comunicado o supervisor da metal ar ( Eduardo ) que o mesmo fez a sinalização com sua placa apropriada para o caso.","2","3","2","2","2","US MOSAIC CAJATI","4"
"8978","950 INT L o acesso e ventilação muito ruim pra trabalhar ventilação sem condições pra atuar lá muito longe e ventilador não suporta mais a distância","3","3","3","2","2","US PEDRA BRANCA","5"
"8979","","0","0","0","0","0","US VALE CARAJAS","0"
"8980","950 INT L o acesso e ventilação muito ruim pra trabalhar ventilação sem condições pra atuar lá muito longe e ventilador não suporta mais a distância","0","0","0","0","0","US PEDRA BRANCA","0"
"8982","camionete de apoio sem utilização de calço.","0","0","0","0","0","US VALE VERDE","0"
"8983","camionete de apoio sem utilização de calço.","2","3","2","1","2","US VALE VERDE","9"
"8984","operador de umb 1072 não retirou nenhuma amostra  no carregamento  de furos de retaludamento","3","3","3","1","2","US VALE VERDE","9"
"8986","Garrafas de água para hidratação dos colaboradores,   posicionada no estacionamento para caminhonete na área da mina e exposta ao sol.","0","0","0","0","0","US SOSSEGO","0"
"8987","Caminhão Munck de contratada a serviço do cliente, em atividade de içamento sem sinalização da área e sem calços de pneu.","3","3","2","1","2","US SOSSEGO","9"
"8988","Massari 07.08.2023_x000d_
Carregamento e desmonte. _x000d_
Após o casamento do fogo cliente queria fazer limpeza na frente._x000d_
Ações foi informado ao cliente que não poderia fazer a limpeza com a areia isolada cliente intendeu o procedimento.","3","3","3","1","2","OPERAÇÕES -  SÃO PAULO","9"
"8989","Cilindro do extensivo da lança 2°estagio da UMR 1088,estáva fazendo movimento involuntário nos deslocamento da mina._x000d_
obs: Foi realizado a substituição dos reparos do cilindro,testado e liberado.","2","3","2","2","2","US CARAIBA","11"
"8990","Atividade de escavação por parte do cliente sem isolamento de área.","2","3","2","1","2","US TOCANTINZINHO","2"
"8991","Massari 07.08.2023._x000d_
Carregamento e desmonte. _x000d_
ligação do desmonte perigo de queda de material neste local._x000d_
Ações fazer a ligação do desmonte 15 minutos antes do disparo do fogo por segurança.","3","3","3","2","2","OPERAÇÕES -  SÃO PAULO","9"
"8992","No prédio 101 próximo a prédio de Britapim,  tem pontas de ferro  fixas no chão podendo produzir um acidente","2","3","2","2","1","MATRIZ - EXPEDICAO","6"
"8993","Cilindro de inclinação da lança quebrou ao posicionar o cesto na base da UMR 1088, impossibilitanto a operação._x000d_
obs: Foi feito o reparo com solda próximo o olhal da aste do cilindro,feito teste e liberado para operação.","2","2","1","2","2","US CARAIBA","11"
"8994","Cilintro do extensivo da lança do 3° estágio, apresentando vazamento Hidráulico,da UMR 1065._x000d_
obs: Estamos aguardando os reparos chegar,para corrigir a inconformidade!","2","3","2","2","2","US CARAIBA","11"
"8995","Motorista da FSL dirigindo a uma velocidade fora do limite estabelecido","3","3","2","1","3","MATRIZ - FACILITIES","6"
"8996","motorista de caminhão dirigindo de re sem o pisca ligado, e sem o auxiliar indicando","2","3","2","1","2","OPERAÇÕES -  PARANA","6"
"8997","VL de apoio da manutenção de Placa RNI-8I41 com ferramentas diversas dentro da Cabine, precisa providenciar um maleiro na carroceria para armazenar as ferramentas._x000d_
obs: Já está sendo confeccionado um maleiro e em breve será tratado.","2","2","1","2","2","US CARAIBA","11"
"8998","Massari 07.08.2023._x000d_
Carregamento e desmonte _x000d_
Após realizado e serviços de boretrak cliente fez retirada de material. _x000d_
Ações não fazer retirada e cancelamento desta mina onde foi retirado o material.","3","3","3","2","2","OPERAÇÕES -  SÃO PAULO","9"
"8999","Poeira próximo ao container da Us levantando até com a ventania, solitamos um pipa no local tendo em conta que excesso de poeira pode danificar móveis e equipamentos no container e trazer doenças pulmonares no futuro.","2","2","2","2","2","US VALLOUREC","4"
"9000","Poeira próximo ao container da Us levantando até com a ventania, solitamos um pipa no local tendo em conta que excesso de poeira pode danificar móveis e equipamentos no container e trazer doenças pulmonares no futuro.","2","3","2","2","2","US VALLOUREC","4"
"9001","placa de limite de altura quebrada carregamento de emulsao","2","2","2","2","1","MATRIZ - PLANTA EMULSAO BOMBEADA IBQ","4"
"9002","Cone caído, local mau sinalizado. problema facilmente solucionado.","0","0","0","0","0","US VALLOUREC","0"
"9003","Novamente goteiras no telhado da sala administrativa do PRD29. água caindo no ponto da luminária._x000d_
Riscos: _x000d_
Queda de mesmo nível por piso molhado. _x000d_
Possivel curto elétrico por água e eletricidade.","2","3","2","2","3","MATRIZ - MANUT. INDUSTRIAL","4"
"9004","Fretado com rota muito longa, muita vibração no ônibus. para quem mora no Tatuquara, pinheirinho e fazenda e muito desgastante essa nova rota, aumento de 01 hora de trajeto.","0","0","0","0","0","MATRIZ - RECURSOS HUMANOS","0"
"9005","Material solto calçando a bancada _x000d_
- solicitar cliente a romper o material ou a romover o material dia antes do carregamento","3","3","2","2","2","OPERAÇÕES -  CEZARINA","9"
"9006","A parte de cima do buffet, de vidro, está muito suja, com partes soltando que podem cair na comida","2","3","2","2","3","MATRIZ - RESTAURANTE","4"
"9007","- presença de argila contaminando a brita _x000d_
ação: informei a cliente a não pegar final de monte para não vim contaminada","2","2","2","2","2","OPERAÇÕES -  CEZARINA","9"
"9008","material solto na bancada _x000d_
 Ação: andar com cuidado pra não houver torção, pisando com cuidado pra não houver argonomia _x000d_
- solicitar cliente a remoção do material solto na bancada.","3","3","2","2","2","OPERAÇÕES -  CEZARINA","6"
"9009","CSN Mairiporã _x000d_
Banco com desnivel _x000d_
Atenção ao acessar _x000d_
Perigo queda e torção.","3","3","2","2","2","OPERAÇÕES -  SÃO PAULO","6"
"9010","Pedreira sulcatarinense funcionários sem EPI","3","3","2","1","2","OPERAÇÕES -  PARANA","2"
"9011","Caminhonete da Enaex estacionada na frente da casa do nosso assistente técnico ._x000d_
foi atingida com algum impacto ._x000d_
no retrovisor do lado direito.","0","0","0","0","0","US COLOMI IRON","0"
"9012","Atividade de carregamento de fogo secundário próximo a pista de rolamento com muita poeira.","3","3","2","2","2","US TABOCA","0"
"9013","olha as condições das nossas praças difícil trabalhar com essas irregularidades.","3","3","2","2","2","US COLOMI IRON","6"
"9014","praça de carregamento, cem leira de proteção, com muito material solto na praça.","3","3","2","2","2","US COLOMI IRON","9"
"9015","caminhonete da Enaex, parada na via cem sinal de alerta._x000d_
colaborador foi advertido no exato momento, risco eliminado.","2","2","1","1","2","US COLOMI IRON","6"
"9016","Descartei de material, inapropriado no local inadequado._x000d_
plástico junto com papel._x000d_
risco eliminado.","2","2","2","1","2","US COLOMI IRON","4"
"9017","condição da bancada muito ruim pra, dificultando a atividade do carregamento.... foi solicitado aos responsáveis a melhoria da bancada ....","3","3","2","2","2","US COLOMI IRON","6"
"9018","aparelho  com dificuldade de bater ponto ,","2","2","2","2","2","US MARACA","11"
"9019","Realizar 7S","0","0","0","0","0","US NEXA ARIPUANA","0"
"9020","Portão danificado Mina Link - Comunicar ao Cliente.","0","0","0","0","0","US NEXA ARIPUANA","0"
"9021","Falta organizar a sala","0","0","0","0","0","US NEXA ARIPUANA","0"
"9022","Portão de acesso Mina Link, encontra-se com danificação. Comunicar ao Cliente.","2","2","2","2","2","US NEXA ARIPUANA","11"
"9023","local com risco de queda de blocos no polígono F5B_010_007 do dia 17/03/2023_x000d_
_x000d_
Foi realizado avaliação junto com o cliente e isolado área para não carregar.","3","3","2","2","2","US ATLANTIC NICKEL","9"
"9024","Falta organizar a sala","0","0","0","0","0","US NEXA ARIPUANA","0"
"9025","Organizar a sala do container","0","0","0","0","0","US NEXA ARIPUANA","0"
"9026","Solicitar o Cliente, apoio na parte elétrica.","2","2","2","2","2","US NEXA ARIPUANA","4"
"9027","Portão de acesso Mina Link danificado._x000d_
Avisar aí Cliente","0","0","0","0","0","US NEXA ARIPUANA","0"
"9028","Solicitar ao cliente que organize a exposição da parte elétrica","0","0","0","0","0","US NEXA ARIPUANA","0"
"9029","Fazer 7S na sala","0","0","0","0","0","US NEXA ARIPUANA","0"
"9030","Portão danificado","0","0","0","0","0","US NEXA ARIPUANA","0"
"9031","Avisar ao cliente","0","0","0","0","0","US NEXA ARIPUANA","0"
"9032","Realizar 7S","0","0","0","0","0","US NEXA ARIPUANA","0"
"9033","Dia:09/08/23_x000d_
Turno:00:00 as 07:00_x000d_
Cm 101 está com a faixa refletiva do para-choque traseiro soltando.","2","2","2","2","2","US CARAIBA","11"
"9034","Ausência do uso de calços nos veículos do cliente e demais contratadas.","3","2","2","1","2","US TOCANTINZINHO","9"
"9035","Dia:09/08/23_x000d_
Turno:00:00 as 07:00_x000d_
As chaves da pneumático da 476 de número 32 estão gastas sem condições de uso, não se consegue sacar uma porca se quer!","2","3","2","2","2","US CARAIBA","11"
"9036","Leira na entrada do plano de carregamento confeccionada por equipamento do cliente estava fora do padrão, não dava nem metade da altura dos pneus das UMB's que operavam no local.","3","3","2","2","2","US SOSSEGO","9"
"9037","Caminhão Baú que transporta explosivos e acessórios com a porta do Baú aberta sem travar.","2","3","2","1","2","US SOSSEGO","9"
"9038","No dia 27/07/2023 fomos retirar uma UMB no CD Sabará e trazer para US Arcelormittal, no trajeto de retorno na rodovia 381 o operador da UMB relatou que um ônibus invadiu meia pista na contramão e atingiu o retrovisor da UMB SEN5C53 quebrando o espelho.","0","0","0","0","0","US ARCELORMITTAL","0"
"9039","entulho jogado em local sem sinalização com risco de queda","2","2","2","1","2","US VALLOUREC","4"
"9040","leira de dentro da mina sem sinalização","3","3","2","2","2","US VALLOUREC","4"
"9041","Formato ruim de sinalizações nas vias interditadas nas obras próximo ao 303 e 308. _x000d_
Entre os prds 350 e 303, via totalmente bloqueada e sinalização somente no local do bloqueio, fazendo o caminhão retornar de ré toda a via próximo do 303 até o 350, pois não há área de manobra. _x000d_
Impactos: _x000d_
Atrasos na operação._x000d_
Risco de colisões._x000d_
_x000d_
Sinalizar nas bifurcações para mudança de rota.","2","3","2","2","1","MATRIZ - ENGENHARIA DE PROJETOS","6"
"9042","Obra na curva do Dep. 126 deixou um grande desnível na pista, onde os caminhões que ali transitam chegam a bater o parachoque traseiro no chão.  _x000d_
Colisão e Danos matérias.","2","3","2","2","1","MATRIZ - ENGENHARIA DE PROJETOS","6"
"9043","Durante o bombeamento estava vazando produto sensibilizado no acoplamento da mangueira. Foi registrado através de vídeo, o operador foi informado e verificou que o anel de vedação estava mal posicionado e não estavava vedando. O problema foi corrigido e em seguida deu sequência na operação.","2","3","2","2","2","US SOSSEGO","11"
"9044","nipel da patola da umb 1068 quebrado","2","3","2","2","2","US CARAIBA","11"
"9045","Condições dos acessos aos alojamentos em condições críticas para evacuação de emergência.","3","3","3","2","2","US TOCANTINZINHO","6"
"9046","Tampa do magote da girafa está com o cabo rompido, com risco de cair dentro do tanque da carreta.","3","3","2","2","1","FILIAL ESCADA","11"
"9047","caixa de água pluvial está aberta próximo ao Paiol de nitrato.","2","2","2","1","1","FILIAL ESCADA","4"
"9048","limpeza nos cone de servo de are","0","0","0","0","0","US MANGANES","0"
"9049","limpeza nos cone de servo de are","0","0","0","0","0","US MANGANES","0"
"9050","rampa de descarga de emulsão com lateral quebrada com risco de acidente","2","3","2","2","2","US CIPLAN","6"
"9051","limpeza nos cone de servo de are","0","0","0","0","0","US MANGANES","0"
"9052","placa caída no chão fora do padrão","0","0","0","0","0","US SOSSEGO","0"
"9053","placa caída no chão fora do padrão","0","0","0","0","0","US SOSSEGO","0"
"9054","Mangote do tanqui de abastecimento de emulsão sem a tampa de vedação,  medida de controle, foi sanado o desvio.","2","3","1","2","2","US PEDRA BRANCA","11"
"9055","Carro de terceiro estacionando, bloqueando o caminho seguro. ( obs: foi solicitado a retirada do veículo e orientado o condutor.","2","2","2","1","1","FILIAL ESCADA","6"
"9056","Portão social para acesso aos paios na portaria 2, libera o acesso mas o portão não abre, sendo assim que temos que utilizar o acesso de veículos.","2","2","1","2","2","CD PARANA","11"
"9057","Passando no acesso com a Bomba ligada","3","3","3","2","2","US PEDRA BRANCA","11"
"9058","Carro estacionado Fora de área de demarcação com possibilidade de incidente caso passe o limite","2","2","2","1","3","MATRIZ - FACILITIES","6"
"9059","Mangueira de vapor com vazamento no reator 04 podendo ocasionar um incidente ou até um acidente","3","3","3","2","1","MATRIZ - PLANTA BOOSTER","11"
"9060","DVT distribuido na bancada em cima do testemunho, com risco de desaparecer no pó.quem distribuiu na havia sido orientado sobre o risco.","2","2","2","1","2","US MARACA","9"
"9061","UMB 101, pneu traseiro LD, furado.","2","3","2","2","2","US CARAIBA","11"
"9062","faixa refletiva do para-choque traseiro UMB 101, descolando.","2","2","2","2","2","US CARAIBA","11"
"9063","escada caída no acesso","0","0","0","0","0","US SOSSEGO","0"
"9064","cabo sem sinalização","2","2","2","2","2","US SOSSEGO","4"
"9065","_x000d_
placa no chão cava pista","0","0","0","0","0","US SOSSEGO","0"
"9066","armário danificado","2","2","2","2","2","US SOSSEGO","4"
"9067","Nas áreas administrativas do cliente os caminhos com diferenças de níveis sem guarda-corpos.","3","2","2","2","2","US TOCANTINZINHO","6"
"9068"," placa da pilha de mineiros sossego caída no solo","0","0","0","0","0","US SOSSEGO","0"
"9069","sucata jogado no local não apropriado","0","0","0","0","0","US SOSSEGO","0"
"9070","Ponto no polígono 230805_320_CC, sem a devida leira de proteção.","3","3","3","2","2","US MARACA","9"
"9071","câmera de ré posicionada pra fora do parachok e onde sobe o colaborador risco de danificar a câmera de ré","2","3","2","2","2","US BELOCAL LIMEIRA","11"
